pair_id,sequence_length_a,sequence_length_b,max_local_alignment_score
615,16,16,10
616,16,16,6
617,16,16,10
618,16,16,8
619,16,16,10
620,16,16,10
621,16,16,9
622,16,16,10
623,16,16,13
624,16,16,12
625,16,16,8
626,16,16,10
627,16,16,6
628,16,16,14
629,16,16,9
630,16,16,9
631,16,16,11
632,16,16,10
633,16,16,11
634,16,16,11
635,16,16,8
636,16,16,8
637,16,16,6
638,16,16,11
639,16,16,10
640,16,16,10
641,16,16,11
642,16,16,8
643,16,16,12
644,16,16,11
645,16,16,12
646,16,16,6
647,16,16,9
648,16,16,12
649,16,16,11
650,16,16,11
651,16,16,12
652,16,16,12
653,16,16,11
654,16,16,9
655,16,16,9
656,16,16,12
657,16,16,9
658,16,16,11
659,16,16,15
660,16,16,9
661,16,16,11
662,16,16,9
663,16,16,12
664,16,16,8
665,16,16,9
666,16,16,9
667,16,16,9
668,16,16,9
669,16,16,13
670,16,16,9
671,16,16,8
672,16,16,9
673,16,16,8
674,16,16,9
675,16,16,6
676,16,16,5
677,16,16,9
678,16,16,10
679,16,16,9
680,16,16,8
681,16,16,12
682,16,16,7
683,16,16,9
684,16,16,7
685,16,16,10
686,16,16,12
687,16,16,12
688,16,16,12
689,16,16,10
690,16,16,14
691,16,16,9
692,16,16,9
693,16,16,8
694,16,16,8
695,16,16,5
696,16,16,11
697,16,16,15
698,16,16,8
699,16,16,9
700,16,16,9
701,16,16,13
702,16,16,10
703,16,16,10
704,16,16,10
705,16,16,9
706,16,16,7
707,16,16,8
708,16,16,15
709,16,16,12
710,16,16,7
711,16,16,10
712,16,16,6
713,16,16,14
714,16,16,7
715,16,16,11
716,16,16,10
717,16,16,6
718,16,16,11
719,16,16,8
720,16,16,6
721,16,16,9
722,16,16,9
723,16,16,9
724,16,16,8
725,16,16,9
726,16,16,8
727,16,16,12
728,16,16,11
729,16,16,12
730,16,16,8
731,16,16,6
732,16,16,12
733,16,16,10
734,16,16,7
735,16,16,11
736,16,16,6
737,16,16,8
738,16,16,9
739,16,16,12
740,16,16,11
741,16,16,7
742,16,16,9
743,16,16,9
744,16,16,10
745,16,16,7
746,16,16,13
747,16,16,11
748,16,16,6
749,16,16,11
750,16,16,9
751,16,16,12
752,16,16,9
753,16,16,8
754,16,16,9
755,16,16,9
756,16,16,16
757,16,16,9
758,16,16,7
759,16,16,10
760,16,16,10
761,16,16,10
762,16,16,9
763,16,16,11
764,16,16,9
765,16,16,10
766,16,16,8
767,16,16,10
768,16,16,13
769,16,16,9
770,16,16,10
771,16,16,11
772,16,16,8
773,16,16,8
774,16,16,9
775,16,16,12
776,16,16,14
777,16,16,7
778,16,16,10
779,16,16,16
780,16,16,9
781,16,16,9
782,16,16,14
783,16,16,11
784,16,16,7
785,16,16,13
786,16,16,9
787,16,16,8
788,16,16,10
789,16,16,16
790,16,16,13
791,16,16,6
792,16,16,8
793,16,16,9
794,16,16,12
795,16,16,8
796,16,16,13
797,16,16,9
798,16,16,14
799,16,16,8
800,16,16,8
801,16,16,7
802,16,16,9
803,16,16,10
804,16,16,13
805,16,16,10
806,16,16,9
807,16,16,11
808,16,16,9
809,16,16,14
810,16,16,9
811,16,16,4
812,16,16,8
813,16,16,7
814,16,16,10
815,16,16,12
816,16,16,6
817,16,16,12
818,16,16,7
819,16,16,7
820,16,16,12
821,16,16,12
822,16,16,8
823,16,16,8
824,16,16,7
825,16,16,16
826,16,16,8
827,16,16,10
828,16,16,9
829,16,16,13
830,16,16,6
831,16,16,6
832,16,16,10
833,16,16,8
834,16,16,14
835,16,16,12
836,16,16,9
837,16,16,7
838,16,16,8
839,16,16,8
840,16,16,9
841,16,16,8
842,16,16,10
843,16,16,7
844,16,16,9
845,16,16,13
846,16,16,10
847,16,16,10
848,16,16,9
849,16,16,11
850,16,16,7
851,16,16,10
852,16,16,8
853,16,16,9
854,16,16,9
855,16,16,12
856,16,16,13
857,16,16,9
858,16,16,12
859,16,16,9
860,16,16,13
861,16,16,9
862,16,16,12
863,16,16,8
864,16,16,6
865,16,16,7
866,16,16,13
867,16,16,6
868,16,16,6
869,16,16,10
870,16,16,11
871,16,16,8
872,16,16,16
873,16,16,8
874,16,16,12
875,16,16,17
876,16,16,7
877,16,16,7
878,16,16,8
879,16,16,11
880,16,16,13
881,16,16,11
882,16,16,6
883,16,16,9
884,16,16,8
885,16,16,12
886,16,16,11
887,16,16,9
888,16,16,10
889,16,16,9
890,16,16,13
891,16,16,9
892,16,16,6
893,16,16,9
894,16,16,9
895,16,16,15
896,16,16,12
897,16,16,7
898,16,16,7
899,16,16,12
900,16,16,9
901,16,16,9
902,16,16,9
903,16,16,10
904,16,16,7
905,16,16,11
906,16,16,12
907,16,16,9
908,16,16,7
909,16,16,12
910,16,16,11
911,16,16,8
912,16,16,16
913,16,16,8
914,16,16,6
915,16,16,6
916,16,16,12
917,16,16,12
918,16,16,9
919,16,16,8
920,16,16,9
921,16,16,12
922,16,16,9
923,16,16,13
924,16,16,6
925,16,16,9
926,16,16,6
927,16,16,10
928,16,16,8
929,16,16,10
930,16,16,9
931,16,16,10
932,16,16,9
933,16,16,9
934,16,16,11
935,16,16,11
936,16,16,8
937,16,16,11
938,16,16,12
939,16,16,6
940,16,16,15
941,16,16,8
942,16,16,12
943,16,16,7
944,16,16,8
945,16,16,8
946,16,16,6
947,16,16,9
948,16,16,9
949,16,16,8
950,16,16,6
951,16,16,9
952,16,16,8
953,16,16,8
954,16,16,11
955,16,16,10
956,16,16,8
957,16,16,9
958,16,16,8
959,16,16,8
960,16,16,8
961,16,16,9
962,16,16,10
963,16,16,10
964,16,16,8
965,16,16,11
966,16,16,20
967,16,16,8
968,16,16,7
969,16,16,10
970,16,16,9
971,16,16,10
972,16,16,9
973,16,16,10
974,16,16,8
975,16,16,11
976,16,16,8
977,16,16,11
978,16,16,12
979,16,16,8
980,16,16,8
981,16,16,8
982,16,16,10
983,16,16,8
984,16,16,7
985,16,16,8
986,16,16,14
987,16,16,9
988,16,16,7
989,16,16,11
990,16,16,6
991,16,16,9
992,16,16,16
993,16,16,8
994,16,16,6
995,16,16,10
996,16,16,11
997,16,16,8
998,16,16,10
999,16,16,8
