pair_id,sequence_length_a,sequence_length_b,max_local_alignment_score
377,32,32,15
378,32,32,21
379,32,32,22
380,32,32,16
381,32,32,17
382,32,32,25
383,32,32,20
384,32,32,11
385,32,32,18
386,32,32,16
387,32,32,16
388,32,32,22
389,32,32,19
390,32,32,15
391,32,32,12
392,32,32,12
393,32,32,14
394,32,32,19
395,32,32,23
396,32,32,16
397,32,32,13
398,32,32,15
399,32,32,13
400,32,32,18
401,32,32,21
402,32,32,21
403,32,32,16
404,32,32,23
405,32,32,15
406,32,32,12
407,32,32,22
408,32,32,14
409,32,32,14
410,32,32,16
411,32,32,18
412,32,32,17
413,32,32,13
414,32,32,15
415,32,32,19
416,32,32,15
417,32,32,20
418,32,32,21
419,32,32,21
420,32,32,19
421,32,32,21
422,32,32,15
423,32,32,16
424,32,32,15
425,32,32,18
426,32,32,16
427,32,32,17
428,32,32,17
429,32,32,14
430,32,32,22
431,32,32,15
432,32,32,19
433,32,32,15
434,32,32,20
435,32,32,15
436,32,32,15
437,32,32,18
438,32,32,12
439,32,32,21
440,32,32,22
441,32,32,18
442,32,32,16
443,32,32,16
444,32,32,15
445,32,32,16
446,32,32,19
447,32,32,18
448,32,32,13
449,32,32,13
450,32,32,15
451,32,32,17
452,32,32,14
453,32,32,13
454,32,32,12
455,32,32,16
456,32,32,15
457,32,32,15
458,32,32,19
459,32,32,18
460,32,32,17
461,32,32,15
462,32,32,16
463,32,32,19
464,32,32,15
465,32,32,21
466,32,32,12
467,32,32,15
468,32,32,13
469,32,32,20
470,32,32,17
471,32,32,13
472,32,32,13
473,32,32,16
474,32,32,16
475,32,32,12
476,32,32,18
477,32,32,19
478,32,32,20
479,32,32,16
480,32,32,14
481,32,32,21
482,32,32,15
483,32,32,21
484,32,32,19
485,32,32,15
486,32,32,14
487,32,32,19
488,32,32,19
489,32,32,19
490,32,32,14
491,32,32,18
492,32,32,10
493,32,32,19
494,32,32,16
495,32,32,17
496,32,32,20
497,32,32,19
498,32,32,21
499,32,32,14
500,32,32,16
501,32,32,15
502,32,32,18
503,32,32,18
504,32,32,20
505,32,32,15
506,32,32,17
507,32,32,22
508,32,32,19
509,32,32,20
510,32,32,24
511,32,32,17
512,32,32,23
513,32,32,19
514,32,32,20
515,32,32,19
516,32,32,13
517,32,32,16
518,32,32,11
519,32,32,14
520,32,32,20
521,32,32,12
522,32,32,18
523,32,32,22
524,32,32,18
525,32,32,17
526,32,32,14
527,32,32,14
528,32,32,17
529,32,32,15
530,32,32,18
531,32,32,17
532,32,32,14
533,32,32,18
534,32,32,17
535,32,32,16
536,32,32,17
537,32,32,15
538,32,32,12
539,32,32,12
540,32,32,15
541,32,32,16
542,32,32,16
543,32,32,16
544,32,32,14
545,32,32,17
546,32,32,15
547,32,32,18
548,32,32,15
549,32,32,20
550,32,32,21
551,32,32,19
552,32,32,18
553,32,32,16
554,32,32,24
555,32,32,18
556,32,32,12
557,32,32,17
558,32,32,25
559,32,32,15
560,32,32,15
561,32,32,21
562,32,32,26
563,32,32,22
564,32,32,18
565,32,32,23
566,32,32,15
567,32,32,14
568,32,32,17
569,32,32,16
570,32,32,19
571,32,32,22
572,32,32,14
573,32,32,18
574,32,32,12
575,32,32,18
576,32,32,10
577,32,32,19
578,32,32,19
579,32,32,12
580,32,32,15
581,32,32,17
582,32,32,15
583,32,32,20
584,32,32,18
585,32,32,17
586,32,32,18
587,32,32,18
588,32,32,15
589,32,32,18
590,32,32,12
591,32,32,19
592,32,32,14
593,32,32,12
594,32,32,16
595,32,32,19
596,32,32,20
597,32,32,24
598,32,32,18
599,32,32,13
600,32,32,17
601,32,32,16
602,32,32,15
603,32,32,22
604,32,32,15
605,32,32,15
606,32,32,20
607,32,32,16
608,32,32,24
609,32,32,19
610,32,32,13
611,32,32,13
612,32,32,15
613,32,32,18
614,32,32,16
615,32,32,17
616,32,32,14
617,32,32,15
618,32,32,14
619,32,32,17
620,32,32,21
621,32,32,13
622,32,32,18
623,32,32,19
624,32,32,15
625,32,32,17
626,32,32,19
627,32,32,16
628,32,32,15
629,32,32,20
630,32,32,16
631,32,32,18
632,32,32,17
633,32,32,15
634,32,32,16
635,32,32,15
636,32,32,17
637,32,32,15
638,32,32,16
639,32,32,18
640,32,32,14
641,32,32,14
642,32,32,18
643,32,32,15
644,32,32,20
645,32,32,18
646,32,32,21
647,32,32,16
648,32,32,14
649,32,32,17
650,32,32,14
651,32,32,14
652,32,32,15
653,32,32,22
654,32,32,16
655,32,32,23
656,32,32,17
657,32,32,14
658,32,32,15
659,32,32,16
660,32,32,19
661,32,32,16
662,32,32,18
663,32,32,18
664,32,32,11
665,32,32,17
666,32,32,16
667,32,32,18
668,32,32,16
669,32,32,21
670,32,32,22
671,32,32,22
672,32,32,14
673,32,32,14
674,32,32,13
675,32,32,14
676,32,32,15
677,32,32,10
678,32,32,21
679,32,32,23
680,32,32,16
681,32,32,13
682,32,32,21
683,32,32,15
684,32,32,16
685,32,32,17
686,32,32,20
687,32,32,20
688,32,32,20
689,32,32,17
690,32,32,12
691,32,32,17
692,32,32,15
693,32,32,19
694,32,32,17
695,32,32,19
696,32,32,16
697,32,32,23
698,32,32,16
699,32,32,12
700,32,32,22
701,32,32,15
702,32,32,17
703,32,32,15
704,32,32,18
705,32,32,17
706,32,32,15
707,32,32,21
708,32,32,19
709,32,32,20
710,32,32,20
711,32,32,18
712,32,32,16
713,32,32,17
714,32,32,13
715,32,32,14
716,32,32,16
717,32,32,14
718,32,32,14
719,32,32,15
720,32,32,14
721,32,32,15
722,32,32,12
723,32,32,18
724,32,32,11
725,32,32,16
726,32,32,21
727,32,32,18
728,32,32,17
729,32,32,18
730,32,32,22
731,32,32,14
732,32,32,14
733,32,32,12
734,32,32,11
735,32,32,14
736,32,32,14
737,32,32,15
738,32,32,16
739,32,32,21
740,32,32,15
741,32,32,17
742,32,32,14
743,32,32,19
744,32,32,28
745,32,32,14
746,32,32,13
747,32,32,16
748,32,32,19
749,32,32,16
750,32,32,20
751,32,32,19
752,32,32,25
753,32,32,17
754,32,32,14
755,32,32,26
756,32,32,12
757,32,32,22
758,32,32,13
759,32,32,21
760,32,32,19
761,32,32,19
762,32,32,24
763,32,32,15
764,32,32,14
765,32,32,15
766,32,32,20
767,32,32,13
768,32,32,15
769,32,32,19
770,32,32,21
771,32,32,15
772,32,32,16
773,32,32,13
774,32,32,16
775,32,32,13
776,32,32,18
777,32,32,15
778,32,32,14
779,32,32,11
780,32,32,20
781,32,32,18
782,32,32,15
783,32,32,14
784,32,32,17
785,32,32,12
786,32,32,16
787,32,32,16
788,32,32,21
789,32,32,15
790,32,32,12
791,32,32,16
792,32,32,15
793,32,32,21
794,32,32,16
795,32,32,16
796,32,32,19
797,32,32,11
798,32,32,16
799,32,32,16
800,32,32,21
801,32,32,9
802,32,32,18
803,32,32,16
804,32,32,23
805,32,32,15
806,32,32,14
807,32,32,10
808,32,32,12
809,32,32,17
810,32,32,14
811,32,32,16
812,32,32,14
813,32,32,16
814,32,32,18
815,32,32,12
816,32,32,20
817,32,32,18
818,32,32,14
819,32,32,14
820,32,32,16
821,32,32,17
822,32,32,11
823,32,32,13
824,32,32,16
825,32,32,11
826,32,32,12
827,32,32,16
828,32,32,15
829,32,32,19
830,32,32,15
831,32,32,19
832,32,32,14
833,32,32,18
834,32,32,18
835,32,32,16
836,32,32,18
837,32,32,14
838,32,32,17
839,32,32,13
840,32,32,15
841,32,32,18
842,32,32,14
843,32,32,22
844,32,32,13
845,32,32,15
846,32,32,16
847,32,32,16
848,32,32,19
849,32,32,19
850,32,32,24
851,32,32,15
852,32,32,13
853,32,32,15
854,32,32,19
855,32,32,16
856,32,32,14
857,32,32,20
858,32,32,15
859,32,32,14
860,32,32,18
861,32,32,22
862,32,32,18
863,32,32,17
864,32,32,10
865,32,32,20
866,32,32,14
867,32,32,14
868,32,32,17
869,32,32,13
870,32,32,18
871,32,32,17
872,32,32,16
873,32,32,16
874,32,32,17
875,32,32,13
876,32,32,16
877,32,32,14
878,32,32,18
879,32,32,15
880,32,32,18
881,32,32,21
882,32,32,15
883,32,32,17
884,32,32,11
885,32,32,22
886,32,32,17
887,32,32,11
888,32,32,16
889,32,32,14
890,32,32,15
891,32,32,24
892,32,32,23
893,32,32,20
894,32,32,13
895,32,32,12
896,32,32,14
897,32,32,14
898,32,32,17
899,32,32,23
900,32,32,19
901,32,32,16
902,32,32,14
903,32,32,16
904,32,32,17
905,32,32,20
906,32,32,15
907,32,32,20
908,32,32,19
909,32,32,16
910,32,32,12
911,32,32,13
912,32,32,20
913,32,32,16
914,32,32,17
915,32,32,17
916,32,32,15
917,32,32,18
918,32,32,18
919,32,32,12
920,32,32,18
921,32,32,17
922,32,32,18
923,32,32,15
924,32,32,17
925,32,32,9
926,32,32,18
927,32,32,16
928,32,32,21
929,32,32,14
930,32,32,9
931,32,32,17
932,32,32,20
933,32,32,16
934,32,32,17
935,32,32,14
936,32,32,19
937,32,32,15
938,32,32,24
939,32,32,20
940,32,32,15
941,32,32,19
942,32,32,20
943,32,32,12
944,32,32,18
945,32,32,16
946,32,32,13
947,32,32,18
948,32,32,18
949,32,32,24
950,32,32,22
951,32,32,13
952,32,32,19
953,32,32,14
954,32,32,19
955,32,32,21
956,32,32,16
957,32,32,17
958,32,32,13
959,32,32,19
960,32,32,16
961,32,32,19
962,32,32,15
963,32,32,17
964,32,32,13
965,32,32,16
966,32,32,18
967,32,32,19
968,32,32,16
969,32,32,10
970,32,32,22
971,32,32,18
972,32,32,15
973,32,32,13
974,32,32,14
975,32,32,16
976,32,32,14
977,32,32,17
978,32,32,17
979,32,32,16
980,32,32,19
981,32,32,21
982,32,32,15
983,32,32,12
984,32,32,16
985,32,32,10
986,32,32,14
987,32,32,20
988,32,32,15
989,32,32,16
990,32,32,12
991,32,32,21
992,32,32,16
993,32,32,19
994,32,32,13
995,32,32,17
996,32,32,14
997,32,32,20
998,32,32,19
999,32,32,10
