pair_id,sequence_length_a,sequence_length_b,max_local_alignment_score
295,64,64,32
296,64,64,31
297,64,64,28
298,64,64,26
299,64,64,36
300,64,64,25
301,64,64,24
302,64,64,25
303,64,64,25
304,64,64,36
305,64,64,28
306,64,64,30
307,64,64,29
308,64,64,27
309,64,64,31
310,64,64,34
311,64,64,28
312,64,64,32
313,64,64,31
314,64,64,29
315,64,64,32
316,64,64,39
317,64,64,39
318,64,64,25
319,64,64,31
320,64,64,29
321,64,64,30
322,64,64,33
323,64,64,31
324,64,64,27
325,64,64,28
326,64,64,33
327,64,64,24
328,64,64,32
329,64,64,26
330,64,64,35
331,64,64,35
332,64,64,32
333,64,64,28
334,64,64,25
335,64,64,47
336,64,64,31
337,64,64,33
338,64,64,24
339,64,64,44
340,64,64,30
341,64,64,32
342,64,64,34
343,64,64,33
344,64,64,26
345,64,64,27
346,64,64,31
347,64,64,33
348,64,64,29
349,64,64,36
350,64,64,32
351,64,64,32
352,64,64,31
353,64,64,33
354,64,64,29
355,64,64,37
356,64,64,35
357,64,64,31
358,64,64,30
359,64,64,29
360,64,64,26
361,64,64,39
362,64,64,26
363,64,64,34
364,64,64,30
365,64,64,36
366,64,64,33
367,64,64,28
368,64,64,30
369,64,64,27
370,64,64,34
371,64,64,36
372,64,64,30
373,64,64,33
374,64,64,31
375,64,64,26
376,64,64,30
377,64,64,30
378,64,64,29
379,64,64,26
380,64,64,24
381,64,64,38
382,64,64,35
383,64,64,23
384,64,64,31
385,64,64,23
386,64,64,31
387,64,64,28
388,64,64,34
389,64,64,29
390,64,64,27
391,64,64,32
392,64,64,29
393,64,64,30
394,64,64,27
395,64,64,24
396,64,64,29
397,64,64,22
398,64,64,35
399,64,64,32
400,64,64,41
401,64,64,36
402,64,64,36
403,64,64,31
404,64,64,22
405,64,64,29
406,64,64,31
407,64,64,24
408,64,64,41
409,64,64,34
410,64,64,37
411,64,64,41
412,64,64,30
413,64,64,32
414,64,64,31
415,64,64,35
416,64,64,30
417,64,64,26
418,64,64,34
419,64,64,33
420,64,64,30
421,64,64,35
422,64,64,39
423,64,64,33
424,64,64,29
425,64,64,23
426,64,64,32
427,64,64,36
428,64,64,34
429,64,64,34
430,64,64,29
431,64,64,26
432,64,64,31
433,64,64,31
434,64,64,31
435,64,64,30
436,64,64,35
437,64,64,30
438,64,64,37
439,64,64,31
440,64,64,31
441,64,64,28
442,64,64,32
443,64,64,28
444,64,64,36
445,64,64,23
446,64,64,31
447,64,64,29
448,64,64,28
449,64,64,24
450,64,64,29
451,64,64,26
452,64,64,30
453,64,64,31
454,64,64,26
455,64,64,33
456,64,64,35
457,64,64,27
458,64,64,29
459,64,64,32
460,64,64,30
461,64,64,37
462,64,64,29
463,64,64,38
464,64,64,35
465,64,64,31
466,64,64,29
467,64,64,35
468,64,64,28
469,64,64,38
470,64,64,37
471,64,64,30
472,64,64,40
473,64,64,32
474,64,64,26
475,64,64,39
476,64,64,37
477,64,64,34
478,64,64,30
479,64,64,25
480,64,64,31
481,64,64,40
482,64,64,32
483,64,64,23
484,64,64,23
485,64,64,40
486,64,64,29
487,64,64,20
488,64,64,28
489,64,64,32
490,64,64,32
491,64,64,35
492,64,64,22
493,64,64,31
494,64,64,30
495,64,64,36
496,64,64,28
497,64,64,35
498,64,64,34
499,64,64,33
500,64,64,33
501,64,64,30
502,64,64,32
503,64,64,33
504,64,64,27
505,64,64,29
506,64,64,31
507,64,64,30
508,64,64,36
509,64,64,22
510,64,64,31
511,64,64,30
512,64,64,29
513,64,64,28
514,64,64,33
515,64,64,30
516,64,64,28
517,64,64,30
518,64,64,29
519,64,64,25
520,64,64,24
521,64,64,32
522,64,64,38
523,64,64,25
524,64,64,32
525,64,64,28
526,64,64,36
527,64,64,36
528,64,64,25
529,64,64,33
530,64,64,34
531,64,64,26
532,64,64,32
533,64,64,29
534,64,64,28
535,64,64,25
536,64,64,32
537,64,64,29
538,64,64,30
539,64,64,39
540,64,64,27
541,64,64,27
542,64,64,29
543,64,64,30
544,64,64,37
545,64,64,31
546,64,64,30
547,64,64,27
548,64,64,24
549,64,64,25
550,64,64,26
551,64,64,39
552,64,64,22
553,64,64,28
554,64,64,30
555,64,64,31
556,64,64,26
557,64,64,31
558,64,64,30
559,64,64,25
560,64,64,33
561,64,64,29
562,64,64,39
563,64,64,35
564,64,64,27
565,64,64,26
566,64,64,29
567,64,64,30
568,64,64,33
569,64,64,29
570,64,64,34
571,64,64,27
572,64,64,30
573,64,64,32
574,64,64,33
575,64,64,28
576,64,64,41
577,64,64,28
578,64,64,35
579,64,64,36
580,64,64,30
581,64,64,31
582,64,64,31
583,64,64,36
584,64,64,36
585,64,64,30
586,64,64,34
587,64,64,35
588,64,64,36
589,64,64,27
590,64,64,27
591,64,64,29
592,64,64,32
593,64,64,24
594,64,64,19
595,64,64,27
596,64,64,27
597,64,64,25
598,64,64,27
599,64,64,34
600,64,64,26
601,64,64,23
602,64,64,25
603,64,64,35
604,64,64,32
605,64,64,45
606,64,64,40
607,64,64,27
608,64,64,25
609,64,64,33
610,64,64,34
611,64,64,22
612,64,64,23
613,64,64,28
614,64,64,28
615,64,64,33
616,64,64,30
617,64,64,33
618,64,64,25
619,64,64,23
620,64,64,29
621,64,64,23
622,64,64,27
623,64,64,31
624,64,64,22
625,64,64,39
626,64,64,37
627,64,64,27
628,64,64,34
629,64,64,24
630,64,64,32
631,64,64,29
632,64,64,38
633,64,64,41
634,64,64,37
635,64,64,30
636,64,64,27
637,64,64,24
638,64,64,23
639,64,64,37
640,64,64,34
641,64,64,27
642,64,64,27
643,64,64,26
644,64,64,26
645,64,64,33
646,64,64,27
647,64,64,24
648,64,64,30
649,64,64,27
650,64,64,25
651,64,64,31
652,64,64,29
653,64,64,24
654,64,64,31
655,64,64,33
656,64,64,26
657,64,64,28
658,64,64,30
659,64,64,37
660,64,64,32
661,64,64,31
662,64,64,32
663,64,64,31
664,64,64,28
665,64,64,36
666,64,64,30
667,64,64,31
668,64,64,30
669,64,64,33
670,64,64,28
671,64,64,28
672,64,64,32
673,64,64,27
674,64,64,42
675,64,64,29
676,64,64,36
677,64,64,26
678,64,64,26
679,64,64,37
680,64,64,34
681,64,64,31
682,64,64,33
683,64,64,40
684,64,64,35
685,64,64,31
686,64,64,25
687,64,64,35
688,64,64,37
689,64,64,33
690,64,64,38
691,64,64,23
692,64,64,29
693,64,64,26
694,64,64,33
695,64,64,32
696,64,64,22
697,64,64,30
698,64,64,33
699,64,64,25
700,64,64,31
701,64,64,27
702,64,64,32
703,64,64,24
704,64,64,24
705,64,64,32
706,64,64,37
707,64,64,27
708,64,64,30
709,64,64,30
710,64,64,27
711,64,64,28
712,64,64,30
713,64,64,30
714,64,64,32
715,64,64,41
716,64,64,40
717,64,64,34
718,64,64,26
719,64,64,29
720,64,64,35
721,64,64,33
722,64,64,27
723,64,64,32
724,64,64,37
725,64,64,33
726,64,64,22
727,64,64,33
728,64,64,27
729,64,64,30
730,64,64,35
731,64,64,29
732,64,64,33
733,64,64,30
734,64,64,32
735,64,64,38
736,64,64,33
737,64,64,37
738,64,64,34
739,64,64,33
740,64,64,25
741,64,64,33
742,64,64,33
743,64,64,39
744,64,64,31
745,64,64,35
746,64,64,33
747,64,64,28
748,64,64,26
749,64,64,32
750,64,64,34
751,64,64,38
752,64,64,32
753,64,64,33
754,64,64,31
755,64,64,27
756,64,64,34
757,64,64,31
758,64,64,33
759,64,64,27
760,64,64,29
761,64,64,28
762,64,64,30
763,64,64,29
764,64,64,32
765,64,64,35
766,64,64,42
767,64,64,36
768,64,64,31
769,64,64,28
770,64,64,27
771,64,64,33
772,64,64,32
773,64,64,34
774,64,64,28
775,64,64,30
776,64,64,28
777,64,64,27
778,64,64,32
779,64,64,30
780,64,64,31
781,64,64,35
782,64,64,34
783,64,64,26
784,64,64,28
785,64,64,35
786,64,64,31
787,64,64,35
788,64,64,32
789,64,64,30
790,64,64,26
791,64,64,25
792,64,64,25
793,64,64,29
794,64,64,29
795,64,64,22
796,64,64,36
797,64,64,28
798,64,64,30
799,64,64,28
800,64,64,37
801,64,64,41
802,64,64,28
803,64,64,32
804,64,64,26
805,64,64,31
806,64,64,25
807,64,64,24
808,64,64,23
809,64,64,28
810,64,64,28
811,64,64,30
812,64,64,30
813,64,64,24
814,64,64,36
815,64,64,28
816,64,64,30
817,64,64,38
818,64,64,29
819,64,64,29
820,64,64,24
821,64,64,30
822,64,64,28
823,64,64,27
824,64,64,27
825,64,64,25
826,64,64,29
827,64,64,27
828,64,64,30
829,64,64,28
830,64,64,29
831,64,64,23
832,64,64,24
833,64,64,33
834,64,64,25
835,64,64,35
836,64,64,30
837,64,64,29
838,64,64,28
839,64,64,31
840,64,64,28
841,64,64,35
842,64,64,25
843,64,64,36
844,64,64,24
845,64,64,23
846,64,64,38
847,64,64,25
848,64,64,31
849,64,64,26
850,64,64,29
851,64,64,25
852,64,64,33
853,64,64,26
854,64,64,36
855,64,64,40
856,64,64,30
857,64,64,33
858,64,64,33
859,64,64,24
860,64,64,33
861,64,64,32
862,64,64,27
863,64,64,30
864,64,64,29
865,64,64,22
866,64,64,32
867,64,64,34
868,64,64,30
869,64,64,25
870,64,64,31
871,64,64,36
872,64,64,25
873,64,64,38
874,64,64,33
875,64,64,35
876,64,64,32
877,64,64,35
878,64,64,31
879,64,64,28
880,64,64,39
881,64,64,34
882,64,64,30
883,64,64,29
884,64,64,33
885,64,64,44
886,64,64,36
887,64,64,26
888,64,64,22
889,64,64,34
890,64,64,41
891,64,64,32
892,64,64,21
893,64,64,32
894,64,64,36
895,64,64,28
896,64,64,38
897,64,64,23
898,64,64,22
899,64,64,29
900,64,64,27
901,64,64,43
902,64,64,31
903,64,64,26
904,64,64,28
905,64,64,35
906,64,64,34
907,64,64,26
908,64,64,41
909,64,64,32
910,64,64,32
911,64,64,28
912,64,64,25
913,64,64,38
914,64,64,29
915,64,64,38
916,64,64,27
917,64,64,31
918,64,64,27
919,64,64,40
920,64,64,29
921,64,64,30
922,64,64,25
923,64,64,30
924,64,64,20
925,64,64,27
926,64,64,31
927,64,64,30
928,64,64,31
929,64,64,29
930,64,64,33
931,64,64,30
932,64,64,29
933,64,64,31
934,64,64,30
935,64,64,26
936,64,64,28
937,64,64,31
938,64,64,33
939,64,64,35
940,64,64,25
941,64,64,34
942,64,64,31
943,64,64,34
944,64,64,29
945,64,64,27
946,64,64,25
947,64,64,35
948,64,64,30
949,64,64,31
950,64,64,26
951,64,64,27
952,64,64,33
953,64,64,36
954,64,64,24
955,64,64,21
956,64,64,29
957,64,64,28
958,64,64,35
959,64,64,33
960,64,64,28
961,64,64,35
962,64,64,36
963,64,64,32
964,64,64,33
965,64,64,36
966,64,64,28
967,64,64,27
968,64,64,28
969,64,64,25
970,64,64,29
971,64,64,36
972,64,64,33
973,64,64,35
974,64,64,36
975,64,64,30
976,64,64,22
977,64,64,26
978,64,64,30
979,64,64,23
980,64,64,25
981,64,64,27
982,64,64,28
983,64,64,32
984,64,64,39
985,64,64,30
986,64,64,29
987,64,64,33
988,64,64,28
989,64,64,27
990,64,64,22
991,64,64,25
992,64,64,31
993,64,64,33
994,64,64,29
995,64,64,37
996,64,64,39
997,64,64,28
998,64,64,37
999,64,64,31
