pair_id,sequence_length_a,sequence_length_b,alignment_score
826,128,128,37
827,128,128,40
828,128,128,46
829,128,128,55
830,128,128,34
831,128,128,43
832,128,128,58
833,128,128,25
834,128,128,49
835,128,128,34
836,128,128,46
837,128,128,61
838,128,128,55
839,128,128,58
840,128,128,31
841,128,128,31
842,128,128,34
843,128,128,28
844,128,128,46
845,128,128,37
846,128,128,34
847,128,128,40
848,128,128,49
849,128,128,31
850,128,128,43
851,128,128,37
852,128,128,31
853,128,128,46
854,128,128,52
855,128,128,49
856,128,128,40
857,128,128,49
858,128,128,31
859,128,128,55
860,128,128,37
861,128,128,49
862,128,128,61
863,128,128,46
864,128,128,49
865,128,128,52
866,128,128,40
867,128,128,40
868,128,128,40
869,128,128,34
870,128,128,43
871,128,128,46
872,128,128,61
873,128,128,46
874,128,128,43
875,128,128,40
876,128,128,55
877,128,128,43
878,128,128,34
879,128,128,43
880,128,128,43
881,128,128,40
882,128,128,43
883,128,128,55
884,128,128,46
885,128,128,49
886,128,128,37
887,128,128,28
888,128,128,52
889,128,128,34
890,128,128,37
891,128,128,34
892,128,128,55
893,128,128,52
894,128,128,37
895,128,128,49
896,128,128,28
897,128,128,49
898,128,128,46
899,128,128,34
900,128,128,46
901,128,128,55
902,128,128,40
903,128,128,52
904,128,128,43
905,128,128,28
906,128,128,43
907,128,128,49
908,128,128,52
909,128,128,40
910,128,128,49
911,128,128,52
912,128,128,49
913,128,128,37
914,128,128,43
915,128,128,40
916,128,128,46
917,128,128,46
918,128,128,52
919,128,128,46
920,128,128,28
921,128,128,37
922,128,128,49
923,128,128,46
924,128,128,67
925,128,128,46
926,128,128,46
927,128,128,52
928,128,128,49
929,128,128,43
930,128,128,55
931,128,128,43
932,128,128,58
933,128,128,52
934,128,128,40
935,128,128,43
936,128,128,55
937,128,128,31
938,128,128,52
939,128,128,34
940,128,128,58
941,128,128,46
942,128,128,52
943,128,128,37
944,128,128,37
945,128,128,43
946,128,128,49
947,128,128,55
948,128,128,61
949,128,128,40
950,128,128,43
951,128,128,43
952,128,128,37
953,128,128,43
954,128,128,61
955,128,128,49
956,128,128,37
957,128,128,46
958,128,128,43
959,128,128,49
960,128,128,49
961,128,128,40
962,128,128,46
963,128,128,49
964,128,128,64
965,128,128,52
966,128,128,46
967,128,128,40
968,128,128,46
969,128,128,37
970,128,128,61
971,128,128,37
972,128,128,40
973,128,128,46
974,128,128,46
975,128,128,31
976,128,128,34
977,128,128,64
978,128,128,28
979,128,128,46
980,128,128,49
981,128,128,40
982,128,128,49
983,128,128,25
984,128,128,37
985,128,128,31
986,128,128,40
987,128,128,40
988,128,128,37
989,128,128,40
990,128,128,43
991,128,128,46
992,128,128,40
993,128,128,37
994,128,128,46
995,128,128,49
996,128,128,43
997,128,128,40
998,128,128,43
999,128,128,49
