pair_id,sequence_length_a,sequence_length_b,alignment_score
287,64,64,14
288,64,64,14
289,64,64,20
290,64,64,20
291,64,64,32
292,64,64,23
293,64,64,17
294,64,64,8
295,64,64,20
296,64,64,17
297,64,64,20
298,64,64,17
299,64,64,29
300,64,64,17
301,64,64,17
302,64,64,17
303,64,64,20
304,64,64,20
305,64,64,14
306,64,64,20
307,64,64,20
308,64,64,20
309,64,64,11
310,64,64,14
311,64,64,17
312,64,64,17
313,64,64,23
314,64,64,17
315,64,64,20
316,64,64,26
317,64,64,26
318,64,64,8
319,64,64,23
320,64,64,17
321,64,64,17
322,64,64,26
323,64,64,17
324,64,64,17
325,64,64,20
326,64,64,14
327,64,64,14
328,64,64,11
329,64,64,5
330,64,64,29
331,64,64,23
332,64,64,17
333,64,64,11
334,64,64,11
335,64,64,41
336,64,64,11
337,64,64,20
338,64,64,17
339,64,64,41
340,64,64,17
341,64,64,20
342,64,64,23
343,64,64,23
344,64,64,17
345,64,64,8
346,64,64,17
347,64,64,17
348,64,64,23
349,64,64,20
350,64,64,20
351,64,64,20
352,64,64,5
353,64,64,26
354,64,64,20
355,64,64,32
356,64,64,26
357,64,64,8
358,64,64,20
359,64,64,8
360,64,64,14
361,64,64,29
362,64,64,11
363,64,64,26
364,64,64,-1
365,64,64,26
366,64,64,17
367,64,64,11
368,64,64,20
369,64,64,11
370,64,64,26
371,64,64,20
372,64,64,17
373,64,64,20
374,64,64,20
375,64,64,17
376,64,64,17
377,64,64,20
378,64,64,2
379,64,64,17
380,64,64,11
381,64,64,35
382,64,64,20
383,64,64,17
384,64,64,14
385,64,64,11
386,64,64,17
387,64,64,14
388,64,64,17
389,64,64,11
390,64,64,11
391,64,64,17
392,64,64,11
393,64,64,14
394,64,64,8
395,64,64,14
396,64,64,11
397,64,64,5
398,64,64,17
399,64,64,20
400,64,64,11
401,64,64,14
402,64,64,23
403,64,64,23
404,64,64,2
405,64,64,20
406,64,64,20
407,64,64,11
408,64,64,26
409,64,64,29
410,64,64,17
411,64,64,29
412,64,64,20
413,64,64,17
414,64,64,14
415,64,64,20
416,64,64,8
417,64,64,14
418,64,64,29
419,64,64,23
420,64,64,14
421,64,64,23
422,64,64,8
423,64,64,26
424,64,64,14
425,64,64,11
426,64,64,23
427,64,64,26
428,64,64,23
429,64,64,17
430,64,64,23
431,64,64,17
432,64,64,14
433,64,64,17
434,64,64,26
435,64,64,23
436,64,64,29
437,64,64,23
438,64,64,23
439,64,64,29
440,64,64,20
441,64,64,17
442,64,64,26
443,64,64,23
444,64,64,35
445,64,64,14
446,64,64,20
447,64,64,14
448,64,64,26
449,64,64,5
450,64,64,17
451,64,64,11
452,64,64,17
453,64,64,26
454,64,64,14
455,64,64,26
456,64,64,23
457,64,64,17
458,64,64,23
459,64,64,8
460,64,64,29
461,64,64,26
462,64,64,14
463,64,64,32
464,64,64,23
465,64,64,26
466,64,64,17
467,64,64,29
468,64,64,14
469,64,64,35
470,64,64,14
471,64,64,20
472,64,64,26
473,64,64,23
474,64,64,17
475,64,64,32
476,64,64,23
477,64,64,26
478,64,64,5
479,64,64,5
480,64,64,17
481,64,64,35
482,64,64,26
483,64,64,11
484,64,64,11
485,64,64,35
486,64,64,17
487,64,64,11
488,64,64,14
489,64,64,20
490,64,64,23
491,64,64,29
492,64,64,14
493,64,64,11
494,64,64,23
495,64,64,14
496,64,64,20
497,64,64,17
498,64,64,26
499,64,64,23
500,64,64,23
501,64,64,8
502,64,64,20
503,64,64,32
504,64,64,14
505,64,64,23
506,64,64,11
507,64,64,23
508,64,64,23
509,64,64,11
510,64,64,14
511,64,64,17
512,64,64,17
513,64,64,11
514,64,64,29
515,64,64,14
516,64,64,5
517,64,64,23
518,64,64,23
519,64,64,8
520,64,64,17
521,64,64,23
522,64,64,26
523,64,64,23
524,64,64,23
525,64,64,11
526,64,64,20
527,64,64,26
528,64,64,17
529,64,64,17
530,64,64,32
531,64,64,23
532,64,64,29
533,64,64,17
534,64,64,23
535,64,64,14
536,64,64,26
537,64,64,5
538,64,64,14
539,64,64,32
540,64,64,17
541,64,64,20
542,64,64,17
543,64,64,17
544,64,64,11
545,64,64,23
546,64,64,17
547,64,64,14
548,64,64,14
549,64,64,8
550,64,64,14
551,64,64,32
552,64,64,14
553,64,64,17
554,64,64,14
555,64,64,23
556,64,64,11
557,64,64,23
558,64,64,23
559,64,64,11
560,64,64,29
561,64,64,20
562,64,64,26
563,64,64,23
564,64,64,14
565,64,64,11
566,64,64,20
567,64,64,23
568,64,64,11
569,64,64,17
570,64,64,20
571,64,64,20
572,64,64,17
573,64,64,23
574,64,64,29
575,64,64,2
576,64,64,29
577,64,64,17
578,64,64,23
579,64,64,17
580,64,64,14
581,64,64,23
582,64,64,23
583,64,64,29
584,64,64,23
585,64,64,26
586,64,64,29
587,64,64,11
588,64,64,14
589,64,64,14
590,64,64,17
591,64,64,20
592,64,64,26
593,64,64,11
594,64,64,17
595,64,64,20
596,64,64,20
597,64,64,5
598,64,64,14
599,64,64,17
600,64,64,5
601,64,64,8
602,64,64,14
603,64,64,26
604,64,64,23
605,64,64,41
606,64,64,23
607,64,64,20
608,64,64,23
609,64,64,23
610,64,64,23
611,64,64,14
612,64,64,11
613,64,64,20
614,64,64,14
615,64,64,17
616,64,64,20
617,64,64,26
618,64,64,14
619,64,64,14
620,64,64,26
621,64,64,17
622,64,64,17
623,64,64,11
624,64,64,8
625,64,64,17
626,64,64,23
627,64,64,17
628,64,64,8
629,64,64,14
630,64,64,17
631,64,64,14
632,64,64,32
633,64,64,29
634,64,64,32
635,64,64,17
636,64,64,14
637,64,64,14
638,64,64,17
639,64,64,32
640,64,64,20
641,64,64,14
642,64,64,17
643,64,64,14
644,64,64,14
645,64,64,17
646,64,64,14
647,64,64,8
648,64,64,23
649,64,64,14
650,64,64,11
651,64,64,11
652,64,64,20
653,64,64,20
654,64,64,23
655,64,64,11
656,64,64,17
657,64,64,23
658,64,64,20
659,64,64,14
660,64,64,26
661,64,64,17
662,64,64,14
663,64,64,23
664,64,64,20
665,64,64,29
666,64,64,11
667,64,64,20
668,64,64,17
669,64,64,26
670,64,64,14
671,64,64,17
672,64,64,29
673,64,64,14
674,64,64,17
675,64,64,14
676,64,64,32
677,64,64,11
678,64,64,17
679,64,64,29
680,64,64,20
681,64,64,23
682,64,64,14
683,64,64,32
684,64,64,23
685,64,64,20
686,64,64,20
687,64,64,20
688,64,64,29
689,64,64,26
690,64,64,35
691,64,64,17
692,64,64,14
693,64,64,14
694,64,64,20
695,64,64,26
696,64,64,20
697,64,64,26
698,64,64,23
699,64,64,14
700,64,64,11
701,64,64,14
702,64,64,32
703,64,64,17
704,64,64,14
705,64,64,23
706,64,64,23
707,64,64,26
708,64,64,14
709,64,64,20
710,64,64,23
711,64,64,23
712,64,64,26
713,64,64,17
714,64,64,26
715,64,64,32
716,64,64,32
717,64,64,23
718,64,64,14
719,64,64,26
720,64,64,17
721,64,64,17
722,64,64,5
723,64,64,20
724,64,64,26
725,64,64,-1
726,64,64,14
727,64,64,17
728,64,64,11
729,64,64,23
730,64,64,29
731,64,64,17
732,64,64,14
733,64,64,14
734,64,64,20
735,64,64,26
736,64,64,20
737,64,64,23
738,64,64,29
739,64,64,23
740,64,64,17
741,64,64,11
742,64,64,29
743,64,64,23
744,64,64,11
745,64,64,20
746,64,64,29
747,64,64,23
748,64,64,17
749,64,64,26
750,64,64,29
751,64,64,20
752,64,64,17
753,64,64,23
754,64,64,17
755,64,64,17
756,64,64,20
757,64,64,26
758,64,64,14
759,64,64,11
760,64,64,20
761,64,64,23
762,64,64,14
763,64,64,20
764,64,64,17
765,64,64,29
766,64,64,35
767,64,64,26
768,64,64,29
769,64,64,17
770,64,64,14
771,64,64,17
772,64,64,23
773,64,64,32
774,64,64,14
775,64,64,17
776,64,64,17
777,64,64,23
778,64,64,20
779,64,64,17
780,64,64,20
781,64,64,23
782,64,64,23
783,64,64,14
784,64,64,20
785,64,64,26
786,64,64,17
787,64,64,11
788,64,64,20
789,64,64,14
790,64,64,8
791,64,64,14
792,64,64,8
793,64,64,8
794,64,64,20
795,64,64,11
796,64,64,26
797,64,64,17
798,64,64,23
799,64,64,14
800,64,64,17
801,64,64,35
802,64,64,20
803,64,64,23
804,64,64,14
805,64,64,23
806,64,64,17
807,64,64,14
808,64,64,2
809,64,64,17
810,64,64,17
811,64,64,14
812,64,64,5
813,64,64,8
814,64,64,14
815,64,64,8
816,64,64,17
817,64,64,14
818,64,64,17
819,64,64,17
820,64,64,8
821,64,64,23
822,64,64,17
823,64,64,11
824,64,64,14
825,64,64,20
826,64,64,23
827,64,64,17
828,64,64,26
829,64,64,26
830,64,64,20
831,64,64,11
832,64,64,14
833,64,64,20
834,64,64,17
835,64,64,26
836,64,64,23
837,64,64,14
838,64,64,17
839,64,64,14
840,64,64,17
841,64,64,29
842,64,64,8
843,64,64,17
844,64,64,11
845,64,64,11
846,64,64,32
847,64,64,17
848,64,64,14
849,64,64,20
850,64,64,11
851,64,64,5
852,64,64,26
853,64,64,5
854,64,64,14
855,64,64,35
856,64,64,11
857,64,64,29
858,64,64,23
859,64,64,17
860,64,64,20
861,64,64,17
862,64,64,17
863,64,64,20
864,64,64,11
865,64,64,14
866,64,64,20
867,64,64,20
868,64,64,23
869,64,64,14
870,64,64,20
871,64,64,29
872,64,64,14
873,64,64,32
874,64,64,26
875,64,64,17
876,64,64,14
877,64,64,23
878,64,64,20
879,64,64,20
880,64,64,32
881,64,64,23
882,64,64,20
883,64,64,20
884,64,64,20
885,64,64,35
886,64,64,29
887,64,64,14
888,64,64,14
889,64,64,8
890,64,64,26
891,64,64,26
892,64,64,14
893,64,64,23
894,64,64,29
895,64,64,26
896,64,64,32
897,64,64,8
898,64,64,14
899,64,64,14
900,64,64,11
901,64,64,26
902,64,64,17
903,64,64,8
904,64,64,14
905,64,64,29
906,64,64,11
907,64,64,17
908,64,64,32
909,64,64,17
910,64,64,20
911,64,64,5
912,64,64,14
913,64,64,32
914,64,64,20
915,64,64,20
916,64,64,17
917,64,64,26
918,64,64,20
919,64,64,32
920,64,64,20
921,64,64,17
922,64,64,14
923,64,64,17
924,64,64,11
925,64,64,14
926,64,64,20
927,64,64,17
928,64,64,14
929,64,64,23
930,64,64,26
931,64,64,20
932,64,64,17
933,64,64,23
934,64,64,23
935,64,64,17
936,64,64,17
937,64,64,26
938,64,64,26
939,64,64,26
940,64,64,17
941,64,64,23
942,64,64,23
943,64,64,14
944,64,64,23
945,64,64,17
946,64,64,20
947,64,64,26
948,64,64,14
949,64,64,26
950,64,64,17
951,64,64,20
952,64,64,20
953,64,64,20
954,64,64,17
955,64,64,-1
956,64,64,14
957,64,64,5
958,64,64,17
959,64,64,17
960,64,64,17
961,64,64,29
962,64,64,26
963,64,64,23
964,64,64,29
965,64,64,14
966,64,64,11
967,64,64,20
968,64,64,11
969,64,64,14
970,64,64,14
971,64,64,32
972,64,64,23
973,64,64,20
974,64,64,35
975,64,64,26
976,64,64,14
977,64,64,17
978,64,64,20
979,64,64,11
980,64,64,8
981,64,64,14
982,64,64,17
983,64,64,23
984,64,64,23
985,64,64,23
986,64,64,23
987,64,64,11
988,64,64,11
989,64,64,-1
990,64,64,8
991,64,64,17
992,64,64,23
993,64,64,29
994,64,64,17
995,64,64,23
996,64,64,5
997,64,64,17
998,64,64,20
999,64,64,20
