pair_id,sequence_length_a,sequence_length_b,alignment_score
280,16,16,-1
281,16,16,2
282,16,16,2
283,16,16,5
284,16,16,17
285,16,16,-1
286,16,16,2
287,16,16,-1
288,16,16,2
289,16,16,5
290,16,16,2
291,16,16,-1
292,16,16,-1
293,16,16,8
294,16,16,-1
295,16,16,-4
296,16,16,-1
297,16,16,5
298,16,16,2
299,16,16,2
300,16,16,-1
301,16,16,-1
302,16,16,2
303,16,16,-1
304,16,16,8
305,16,16,5
306,16,16,5
307,16,16,-4
308,16,16,-1
309,16,16,2
310,16,16,-4
311,16,16,-1
312,16,16,8
313,16,16,5
314,16,16,2
315,16,16,-1
316,16,16,2
317,16,16,-4
318,16,16,-7
319,16,16,-1
320,16,16,2
321,16,16,5
322,16,16,-1
323,16,16,-1
324,16,16,-1
325,16,16,2
326,16,16,8
327,16,16,-1
328,16,16,-1
329,16,16,2
330,16,16,2
331,16,16,-1
332,16,16,-4
333,16,16,-1
334,16,16,5
335,16,16,2
336,16,16,-1
337,16,16,-4
338,16,16,8
339,16,16,-4
340,16,16,8
341,16,16,-1
342,16,16,2
343,16,16,-1
344,16,16,2
345,16,16,8
346,16,16,5
347,16,16,-1
348,16,16,2
349,16,16,-1
350,16,16,-1
351,16,16,-1
352,16,16,5
353,16,16,5
354,16,16,-1
355,16,16,8
356,16,16,-1
357,16,16,5
358,16,16,-1
359,16,16,-1
360,16,16,-1
361,16,16,5
362,16,16,14
363,16,16,2
364,16,16,-1
365,16,16,5
366,16,16,2
367,16,16,2
368,16,16,5
369,16,16,-4
370,16,16,-1
371,16,16,-1
372,16,16,-1
373,16,16,2
374,16,16,-1
375,16,16,5
376,16,16,5
377,16,16,2
378,16,16,5
379,16,16,2
380,16,16,8
381,16,16,-4
382,16,16,2
383,16,16,8
384,16,16,-1
385,16,16,8
386,16,16,-4
387,16,16,-4
388,16,16,2
389,16,16,-1
390,16,16,8
391,16,16,-1
392,16,16,-4
393,16,16,-1
394,16,16,2
395,16,16,5
396,16,16,-1
397,16,16,2
398,16,16,5
399,16,16,2
400,16,16,5
401,16,16,2
402,16,16,-7
403,16,16,-1
404,16,16,-4
405,16,16,-4
406,16,16,-1
407,16,16,-4
408,16,16,8
409,16,16,5
410,16,16,-1
411,16,16,2
412,16,16,-1
413,16,16,2
414,16,16,5
415,16,16,11
416,16,16,5
417,16,16,2
418,16,16,2
419,16,16,2
420,16,16,-4
421,16,16,8
422,16,16,2
423,16,16,-4
424,16,16,5
425,16,16,5
426,16,16,-4
427,16,16,8
428,16,16,8
429,16,16,2
430,16,16,2
431,16,16,-1
432,16,16,5
433,16,16,-1
434,16,16,8
435,16,16,-4
436,16,16,5
437,16,16,-1
438,16,16,-1
439,16,16,-4
440,16,16,-1
441,16,16,5
442,16,16,2
443,16,16,2
444,16,16,5
445,16,16,5
446,16,16,2
447,16,16,2
448,16,16,2
449,16,16,5
450,16,16,5
451,16,16,2
452,16,16,2
453,16,16,2
454,16,16,-4
455,16,16,5
456,16,16,-1
457,16,16,-1
458,16,16,2
459,16,16,11
460,16,16,-4
461,16,16,-1
462,16,16,5
463,16,16,5
464,16,16,-4
465,16,16,-4
466,16,16,2
467,16,16,2
468,16,16,-1
469,16,16,-1
470,16,16,8
471,16,16,-4
472,16,16,5
473,16,16,-4
474,16,16,5
475,16,16,-1
476,16,16,2
477,16,16,8
478,16,16,-7
479,16,16,-4
480,16,16,-4
481,16,16,-1
482,16,16,2
483,16,16,2
484,16,16,-4
485,16,16,-4
486,16,16,-4
487,16,16,2
488,16,16,5
489,16,16,11
490,16,16,-4
491,16,16,8
492,16,16,11
493,16,16,8
494,16,16,2
495,16,16,5
496,16,16,-1
497,16,16,2
498,16,16,5
499,16,16,2
500,16,16,2
501,16,16,-4
502,16,16,5
503,16,16,-1
504,16,16,5
505,16,16,2
506,16,16,5
507,16,16,5
508,16,16,-4
509,16,16,11
510,16,16,8
511,16,16,-4
512,16,16,-1
513,16,16,8
514,16,16,-4
515,16,16,2
516,16,16,-4
517,16,16,-1
518,16,16,-4
519,16,16,-1
520,16,16,5
521,16,16,5
522,16,16,2
523,16,16,-4
524,16,16,5
525,16,16,8
526,16,16,-4
527,16,16,5
528,16,16,2
529,16,16,-1
530,16,16,2
531,16,16,5
532,16,16,-7
533,16,16,2
534,16,16,5
535,16,16,5
536,16,16,2
537,16,16,-1
538,16,16,14
539,16,16,5
540,16,16,8
541,16,16,-1
542,16,16,2
543,16,16,8
544,16,16,2
545,16,16,-4
546,16,16,8
547,16,16,5
548,16,16,-1
549,16,16,2
550,16,16,-1
551,16,16,2
552,16,16,5
553,16,16,-1
554,16,16,-1
555,16,16,5
556,16,16,8
557,16,16,5
558,16,16,5
559,16,16,5
560,16,16,2
561,16,16,-1
562,16,16,8
563,16,16,-1
564,16,16,8
565,16,16,5
566,16,16,-1
567,16,16,5
568,16,16,2
569,16,16,-1
570,16,16,2
571,16,16,2
572,16,16,-1
573,16,16,-1
574,16,16,-4
575,16,16,-4
576,16,16,11
577,16,16,5
578,16,16,8
579,16,16,2
580,16,16,5
581,16,16,-1
582,16,16,-1
583,16,16,-7
584,16,16,-4
585,16,16,-1
586,16,16,-1
587,16,16,2
588,16,16,-4
589,16,16,2
590,16,16,-1
591,16,16,-1
592,16,16,-1
593,16,16,-1
594,16,16,5
595,16,16,5
596,16,16,5
597,16,16,-1
598,16,16,-1
599,16,16,-1
600,16,16,2
601,16,16,2
602,16,16,2
603,16,16,-1
604,16,16,-4
605,16,16,11
606,16,16,-4
607,16,16,-7
608,16,16,5
609,16,16,5
610,16,16,2
611,16,16,5
612,16,16,-1
613,16,16,2
614,16,16,-1
615,16,16,5
616,16,16,2
617,16,16,2
618,16,16,-1
619,16,16,8
620,16,16,-1
621,16,16,5
622,16,16,5
623,16,16,5
624,16,16,8
625,16,16,-1
626,16,16,2
627,16,16,-1
628,16,16,5
629,16,16,-1
630,16,16,2
631,16,16,-1
632,16,16,2
633,16,16,8
634,16,16,11
635,16,16,5
636,16,16,5
637,16,16,-1
638,16,16,5
639,16,16,5
640,16,16,5
641,16,16,8
642,16,16,2
643,16,16,8
644,16,16,-1
645,16,16,8
646,16,16,-1
647,16,16,2
648,16,16,-1
649,16,16,8
650,16,16,2
651,16,16,2
652,16,16,5
653,16,16,5
654,16,16,5
655,16,16,2
656,16,16,8
657,16,16,-1
658,16,16,2
659,16,16,14
660,16,16,2
661,16,16,5
662,16,16,-1
663,16,16,2
664,16,16,-1
665,16,16,-1
666,16,16,-1
667,16,16,-1
668,16,16,2
669,16,16,-1
670,16,16,2
671,16,16,-1
672,16,16,2
673,16,16,-7
674,16,16,2
675,16,16,2
676,16,16,2
677,16,16,2
678,16,16,-4
679,16,16,-4
680,16,16,-1
681,16,16,8
682,16,16,-4
683,16,16,-1
684,16,16,-7
685,16,16,2
686,16,16,5
687,16,16,8
688,16,16,8
689,16,16,5
690,16,16,8
691,16,16,2
692,16,16,-4
693,16,16,-4
694,16,16,2
695,16,16,-4
696,16,16,2
697,16,16,-4
698,16,16,-1
699,16,16,2
700,16,16,2
701,16,16,8
702,16,16,2
703,16,16,5
704,16,16,5
705,16,16,2
706,16,16,5
707,16,16,-4
708,16,16,2
709,16,16,5
710,16,16,-7
711,16,16,8
712,16,16,2
713,16,16,5
714,16,16,-7
715,16,16,-7
716,16,16,2
717,16,16,-7
718,16,16,5
719,16,16,2
720,16,16,-1
721,16,16,-1
722,16,16,5
723,16,16,-1
724,16,16,-1
725,16,16,5
726,16,16,-4
727,16,16,8
728,16,16,2
729,16,16,2
730,16,16,5
731,16,16,-4
732,16,16,8
733,16,16,5
734,16,16,-7
735,16,16,-7
736,16,16,-1
737,16,16,5
738,16,16,2
739,16,16,8
740,16,16,8
741,16,16,-4
742,16,16,-1
743,16,16,8
744,16,16,8
745,16,16,5
746,16,16,11
747,16,16,5
748,16,16,-1
749,16,16,8
750,16,16,2
751,16,16,2
752,16,16,8
753,16,16,2
754,16,16,5
755,16,16,2
756,16,16,-4
757,16,16,5
758,16,16,5
759,16,16,2
760,16,16,5
761,16,16,2
762,16,16,-1
763,16,16,5
764,16,16,2
765,16,16,2
766,16,16,8
767,16,16,2
768,16,16,8
769,16,16,2
770,16,16,-1
771,16,16,2
772,16,16,2
773,16,16,-1
774,16,16,-4
775,16,16,11
776,16,16,8
777,16,16,2
778,16,16,5
779,16,16,8
780,16,16,2
781,16,16,-13
782,16,16,8
783,16,16,5
784,16,16,-4
785,16,16,5
786,16,16,2
787,16,16,-1
788,16,16,5
789,16,16,14
790,16,16,-4
791,16,16,-4
792,16,16,5
793,16,16,-1
794,16,16,-4
795,16,16,2
796,16,16,2
797,16,16,-4
798,16,16,8
799,16,16,-1
800,16,16,5
801,16,16,-1
802,16,16,-1
803,16,16,5
804,16,16,8
805,16,16,-1
806,16,16,5
807,16,16,2
808,16,16,5
809,16,16,2
810,16,16,5
811,16,16,-7
812,16,16,2
813,16,16,-1
814,16,16,2
815,16,16,8
816,16,16,5
817,16,16,8
818,16,16,-1
819,16,16,2
820,16,16,8
821,16,16,5
822,16,16,-1
823,16,16,-1
824,16,16,-1
825,16,16,11
826,16,16,-1
827,16,16,5
828,16,16,5
829,16,16,5
830,16,16,2
831,16,16,-1
832,16,16,5
833,16,16,-4
834,16,16,2
835,16,16,2
836,16,16,2
837,16,16,2
838,16,16,-1
839,16,16,5
840,16,16,5
841,16,16,2
842,16,16,-4
843,16,16,-4
844,16,16,-1
845,16,16,8
846,16,16,-4
847,16,16,5
848,16,16,5
849,16,16,8
850,16,16,-1
851,16,16,5
852,16,16,-1
853,16,16,5
854,16,16,-4
855,16,16,8
856,16,16,-1
857,16,16,2
858,16,16,8
859,16,16,-1
860,16,16,11
861,16,16,2
862,16,16,2
863,16,16,2
864,16,16,-1
865,16,16,-4
866,16,16,5
867,16,16,2
868,16,16,-1
869,16,16,5
870,16,16,5
871,16,16,5
872,16,16,14
873,16,16,-1
874,16,16,2
875,16,16,11
876,16,16,-4
877,16,16,2
878,16,16,-1
879,16,16,2
880,16,16,5
881,16,16,5
882,16,16,-1
883,16,16,2
884,16,16,-4
885,16,16,2
886,16,16,5
887,16,16,5
888,16,16,5
889,16,16,-1
890,16,16,11
891,16,16,-4
892,16,16,-7
893,16,16,-1
894,16,16,-4
895,16,16,8
896,16,16,5
897,16,16,-4
898,16,16,2
899,16,16,5
900,16,16,2
901,16,16,5
902,16,16,5
903,16,16,2
904,16,16,-4
905,16,16,2
906,16,16,8
907,16,16,5
908,16,16,-1
909,16,16,2
910,16,16,8
911,16,16,-4
912,16,16,14
913,16,16,-4
914,16,16,-4
915,16,16,-1
916,16,16,5
917,16,16,-1
918,16,16,2
919,16,16,-4
920,16,16,2
921,16,16,5
922,16,16,-1
923,16,16,2
924,16,16,-7
925,16,16,-1
926,16,16,2
927,16,16,-1
928,16,16,5
929,16,16,2
930,16,16,-1
931,16,16,2
932,16,16,-1
933,16,16,2
934,16,16,2
935,16,16,-4
936,16,16,5
937,16,16,5
938,16,16,5
939,16,16,-1
940,16,16,-1
941,16,16,-1
942,16,16,8
943,16,16,2
944,16,16,-1
945,16,16,-1
946,16,16,2
947,16,16,-1
948,16,16,2
949,16,16,2
950,16,16,-7
951,16,16,-4
952,16,16,-1
953,16,16,-4
954,16,16,5
955,16,16,5
956,16,16,2
957,16,16,2
958,16,16,2
959,16,16,2
960,16,16,-1
961,16,16,5
962,16,16,2
963,16,16,5
964,16,16,5
965,16,16,5
966,16,16,17
967,16,16,2
968,16,16,2
969,16,16,-1
970,16,16,-1
971,16,16,8
972,16,16,5
973,16,16,-7
974,16,16,2
975,16,16,5
976,16,16,-4
977,16,16,-1
978,16,16,-1
979,16,16,2
980,16,16,-4
981,16,16,5
982,16,16,2
983,16,16,2
984,16,16,2
985,16,16,-1
986,16,16,2
987,16,16,-4
988,16,16,-4
989,16,16,8
990,16,16,-1
991,16,16,2
992,16,16,2
993,16,16,-4
994,16,16,-4
995,16,16,5
996,16,16,5
997,16,16,2
998,16,16,-1
999,16,16,2
