pair_id,sequence_length_a,sequence_length_b,alignment_score
208,256,256,110
209,256,256,104
210,256,256,77
211,256,256,107
212,256,256,119
213,256,256,128
214,256,256,98
215,256,256,98
216,256,256,77
217,256,256,110
218,256,256,101
219,256,256,101
220,256,256,107
221,256,256,98
222,256,256,95
223,256,256,113
224,256,256,86
225,256,256,83
226,256,256,110
227,256,256,95
228,256,256,98
229,256,256,98
230,256,256,89
231,256,256,92
232,256,256,83
233,256,256,107
234,256,256,107
235,256,256,113
236,256,256,101
237,256,256,95
238,256,256,116
239,256,256,86
240,256,256,107
241,256,256,113
242,256,256,86
243,256,256,101
244,256,256,68
245,256,256,95
246,256,256,101
247,256,256,92
248,256,256,113
249,256,256,95
250,256,256,125
251,256,256,98
252,256,256,95
253,256,256,92
254,256,256,89
255,256,256,95
256,256,256,101
257,256,256,104
258,256,256,107
259,256,256,95
260,256,256,89
261,256,256,80
262,256,256,101
263,256,256,104
264,256,256,92
265,256,256,98
266,256,256,116
267,256,256,95
268,256,256,122
269,256,256,92
270,256,256,110
271,256,256,113
272,256,256,104
273,256,256,104
274,256,256,89
275,256,256,122
276,256,256,83
277,256,256,83
278,256,256,77
279,256,256,104
280,256,256,95
281,256,256,92
282,256,256,95
283,256,256,104
284,256,256,95
285,256,256,89
286,256,256,107
287,256,256,86
288,256,256,104
289,256,256,101
290,256,256,110
291,256,256,80
292,256,256,110
293,256,256,83
294,256,256,95
295,256,256,89
296,256,256,86
297,256,256,101
298,256,256,95
299,256,256,95
300,256,256,119
301,256,256,101
302,256,256,74
303,256,256,92
304,256,256,101
305,256,256,128
306,256,256,116
307,256,256,110
308,256,256,89
309,256,256,104
310,256,256,113
311,256,256,110
312,256,256,98
313,256,256,116
314,256,256,113
315,256,256,95
316,256,256,98
317,256,256,101
318,256,256,104
319,256,256,101
320,256,256,92
321,256,256,92
322,256,256,98
323,256,256,101
324,256,256,95
325,256,256,89
326,256,256,95
327,256,256,86
328,256,256,110
329,256,256,107
330,256,256,92
331,256,256,101
332,256,256,104
333,256,256,104
334,256,256,89
335,256,256,110
336,256,256,89
337,256,256,92
338,256,256,101
339,256,256,89
340,256,256,107
341,256,256,113
342,256,256,95
343,256,256,113
344,256,256,83
345,256,256,92
346,256,256,83
347,256,256,80
348,256,256,101
349,256,256,101
350,256,256,104
351,256,256,89
352,256,256,104
353,256,256,86
354,256,256,104
355,256,256,77
356,256,256,89
357,256,256,92
358,256,256,92
359,256,256,83
360,256,256,86
361,256,256,98
362,256,256,98
363,256,256,92
364,256,256,122
365,256,256,95
366,256,256,98
367,256,256,101
368,256,256,98
369,256,256,101
370,256,256,92
371,256,256,86
372,256,256,95
373,256,256,89
374,256,256,80
375,256,256,95
376,256,256,95
377,256,256,104
378,256,256,86
379,256,256,95
380,256,256,86
381,256,256,104
382,256,256,113
383,256,256,107
384,256,256,92
385,256,256,104
386,256,256,92
387,256,256,80
388,256,256,92
389,256,256,128
390,256,256,92
391,256,256,107
392,256,256,95
393,256,256,92
394,256,256,98
395,256,256,113
396,256,256,104
397,256,256,95
398,256,256,83
399,256,256,80
400,256,256,98
401,256,256,125
402,256,256,95
403,256,256,77
404,256,256,107
405,256,256,98
406,256,256,122
407,256,256,86
408,256,256,119
409,256,256,98
410,256,256,86
411,256,256,107
412,256,256,83
413,256,256,89
414,256,256,110
415,256,256,101
416,256,256,113
417,256,256,89
418,256,256,122
419,256,256,119
420,256,256,80
421,256,256,77
422,256,256,89
423,256,256,98
424,256,256,110
425,256,256,107
426,256,256,71
427,256,256,131
428,256,256,68
429,256,256,113
430,256,256,74
431,256,256,119
432,256,256,89
433,256,256,77
434,256,256,104
435,256,256,95
436,256,256,80
437,256,256,68
438,256,256,104
439,256,256,101
440,256,256,101
441,256,256,86
442,256,256,101
443,256,256,80
444,256,256,86
445,256,256,101
446,256,256,92
447,256,256,107
448,256,256,86
449,256,256,104
450,256,256,104
451,256,256,101
452,256,256,116
453,256,256,89
454,256,256,107
455,256,256,86
456,256,256,80
457,256,256,98
458,256,256,89
459,256,256,98
460,256,256,98
461,256,256,119
462,256,256,89
463,256,256,110
464,256,256,107
465,256,256,86
466,256,256,95
467,256,256,77
468,256,256,95
469,256,256,134
470,256,256,98
471,256,256,89
472,256,256,95
473,256,256,98
474,256,256,101
475,256,256,89
476,256,256,104
477,256,256,92
478,256,256,95
479,256,256,107
480,256,256,98
481,256,256,104
482,256,256,95
483,256,256,86
484,256,256,89
485,256,256,95
486,256,256,101
487,256,256,98
488,256,256,95
489,256,256,89
490,256,256,86
491,256,256,77
492,256,256,77
493,256,256,107
494,256,256,98
495,256,256,89
496,256,256,101
497,256,256,89
498,256,256,86
499,256,256,92
500,256,256,98
501,256,256,89
502,256,256,104
503,256,256,80
504,256,256,80
505,256,256,107
506,256,256,98
507,256,256,95
508,256,256,113
509,256,256,86
510,256,256,92
511,256,256,86
512,256,256,110
513,256,256,98
514,256,256,89
515,256,256,107
516,256,256,95
517,256,256,98
518,256,256,77
519,256,256,95
520,256,256,119
521,256,256,83
522,256,256,80
523,256,256,83
524,256,256,116
525,256,256,104
526,256,256,104
527,256,256,101
528,256,256,98
529,256,256,122
530,256,256,110
531,256,256,92
532,256,256,107
533,256,256,104
534,256,256,104
535,256,256,74
536,256,256,119
537,256,256,101
538,256,256,107
539,256,256,110
540,256,256,113
541,256,256,80
542,256,256,92
543,256,256,89
544,256,256,95
545,256,256,86
546,256,256,98
547,256,256,86
548,256,256,83
549,256,256,86
550,256,256,113
551,256,256,113
552,256,256,116
553,256,256,89
554,256,256,77
555,256,256,95
556,256,256,107
557,256,256,101
558,256,256,95
559,256,256,98
560,256,256,89
561,256,256,77
562,256,256,83
563,256,256,104
564,256,256,107
565,256,256,104
566,256,256,107
567,256,256,95
568,256,256,95
569,256,256,119
570,256,256,119
571,256,256,92
572,256,256,98
573,256,256,92
574,256,256,95
575,256,256,86
576,256,256,101
577,256,256,104
578,256,256,101
579,256,256,101
580,256,256,86
581,256,256,71
582,256,256,89
583,256,256,83
584,256,256,104
585,256,256,86
586,256,256,86
587,256,256,92
588,256,256,110
589,256,256,104
590,256,256,104
591,256,256,74
592,256,256,101
593,256,256,122
594,256,256,101
595,256,256,98
596,256,256,113
597,256,256,113
598,256,256,98
599,256,256,95
600,256,256,92
601,256,256,98
602,256,256,89
603,256,256,86
604,256,256,95
605,256,256,71
606,256,256,110
607,256,256,95
608,256,256,92
609,256,256,98
610,256,256,113
611,256,256,113
612,256,256,113
613,256,256,92
614,256,256,83
615,256,256,131
616,256,256,71
617,256,256,95
618,256,256,98
619,256,256,119
620,256,256,95
621,256,256,122
622,256,256,119
623,256,256,98
624,256,256,92
625,256,256,104
626,256,256,92
627,256,256,92
628,256,256,101
629,256,256,89
630,256,256,98
631,256,256,107
632,256,256,89
633,256,256,86
634,256,256,107
635,256,256,92
636,256,256,92
637,256,256,89
638,256,256,98
639,256,256,107
640,256,256,77
641,256,256,80
642,256,256,92
643,256,256,98
644,256,256,119
645,256,256,95
646,256,256,107
647,256,256,119
648,256,256,98
649,256,256,98
650,256,256,86
651,256,256,110
652,256,256,125
653,256,256,104
654,256,256,98
655,256,256,107
656,256,256,113
657,256,256,83
658,256,256,107
659,256,256,98
660,256,256,98
661,256,256,74
662,256,256,92
663,256,256,95
664,256,256,98
665,256,256,104
666,256,256,98
667,256,256,98
668,256,256,83
669,256,256,92
670,256,256,101
671,256,256,104
672,256,256,95
673,256,256,89
674,256,256,104
675,256,256,104
676,256,256,86
677,256,256,92
678,256,256,107
679,256,256,80
680,256,256,92
681,256,256,92
682,256,256,107
683,256,256,71
684,256,256,95
685,256,256,101
686,256,256,104
687,256,256,77
688,256,256,98
689,256,256,107
690,256,256,101
691,256,256,86
692,256,256,125
693,256,256,110
694,256,256,98
695,256,256,86
696,256,256,80
697,256,256,74
698,256,256,77
699,256,256,101
700,256,256,98
701,256,256,98
702,256,256,92
703,256,256,125
704,256,256,98
705,256,256,80
706,256,256,95
707,256,256,98
708,256,256,86
709,256,256,101
710,256,256,92
711,256,256,98
712,256,256,110
713,256,256,86
714,256,256,131
715,256,256,101
716,256,256,95
717,256,256,101
718,256,256,101
719,256,256,101
720,256,256,95
721,256,256,86
722,256,256,104
723,256,256,89
724,256,256,104
725,256,256,104
726,256,256,77
727,256,256,92
728,256,256,92
729,256,256,125
730,256,256,86
731,256,256,86
732,256,256,80
733,256,256,107
734,256,256,80
735,256,256,110
736,256,256,95
737,256,256,74
738,256,256,98
739,256,256,95
740,256,256,107
741,256,256,83
742,256,256,104
743,256,256,119
744,256,256,98
745,256,256,107
746,256,256,74
747,256,256,113
748,256,256,89
749,256,256,101
750,256,256,86
751,256,256,113
752,256,256,83
753,256,256,92
754,256,256,107
755,256,256,104
756,256,256,113
757,256,256,98
758,256,256,110
759,256,256,86
760,256,256,101
761,256,256,89
762,256,256,101
763,256,256,113
764,256,256,113
765,256,256,104
766,256,256,95
767,256,256,89
768,256,256,101
769,256,256,92
770,256,256,95
771,256,256,92
772,256,256,101
773,256,256,98
774,256,256,110
775,256,256,92
776,256,256,89
777,256,256,77
778,256,256,110
779,256,256,104
780,256,256,104
781,256,256,92
782,256,256,104
783,256,256,104
784,256,256,95
785,256,256,101
786,256,256,107
787,256,256,107
788,256,256,89
789,256,256,83
790,256,256,89
791,256,256,89
792,256,256,89
793,256,256,95
794,256,256,83
795,256,256,89
796,256,256,101
797,256,256,101
798,256,256,89
799,256,256,104
800,256,256,101
801,256,256,104
802,256,256,74
803,256,256,83
804,256,256,89
805,256,256,89
806,256,256,86
807,256,256,89
808,256,256,104
809,256,256,95
810,256,256,104
811,256,256,95
812,256,256,95
813,256,256,86
814,256,256,98
815,256,256,116
816,256,256,101
817,256,256,119
818,256,256,119
819,256,256,86
820,256,256,101
821,256,256,101
822,256,256,92
823,256,256,89
824,256,256,77
825,256,256,83
826,256,256,83
827,256,256,92
828,256,256,89
829,256,256,98
830,256,256,89
831,256,256,101
832,256,256,83
833,256,256,110
834,256,256,107
835,256,256,89
836,256,256,95
837,256,256,98
838,256,256,77
839,256,256,98
840,256,256,101
841,256,256,122
842,256,256,113
843,256,256,101
844,256,256,86
845,256,256,89
846,256,256,92
847,256,256,110
848,256,256,101
849,256,256,122
850,256,256,116
851,256,256,86
852,256,256,95
853,256,256,116
854,256,256,80
855,256,256,92
856,256,256,101
857,256,256,83
858,256,256,92
859,256,256,110
860,256,256,74
861,256,256,95
862,256,256,86
863,256,256,74
864,256,256,116
865,256,256,110
866,256,256,116
867,256,256,98
868,256,256,77
869,256,256,86
870,256,256,89
871,256,256,80
872,256,256,98
873,256,256,119
874,256,256,95
875,256,256,89
876,256,256,125
877,256,256,113
878,256,256,101
879,256,256,95
880,256,256,107
881,256,256,83
882,256,256,95
883,256,256,113
884,256,256,101
885,256,256,104
886,256,256,110
887,256,256,95
888,256,256,107
889,256,256,119
890,256,256,101
891,256,256,101
892,256,256,89
893,256,256,95
894,256,256,77
895,256,256,98
896,256,256,89
897,256,256,92
898,256,256,83
899,256,256,98
900,256,256,95
901,256,256,122
902,256,256,113
903,256,256,86
904,256,256,113
905,256,256,86
906,256,256,104
907,256,256,95
908,256,256,104
909,256,256,119
910,256,256,116
911,256,256,101
912,256,256,107
913,256,256,104
914,256,256,107
915,256,256,95
916,256,256,92
917,256,256,86
918,256,256,95
919,256,256,83
920,256,256,104
921,256,256,110
922,256,256,86
923,256,256,89
924,256,256,107
925,256,256,95
926,256,256,92
927,256,256,95
928,256,256,110
929,256,256,98
930,256,256,86
931,256,256,95
932,256,256,107
933,256,256,89
934,256,256,122
935,256,256,110
936,256,256,92
937,256,256,95
938,256,256,113
939,256,256,98
940,256,256,113
941,256,256,86
942,256,256,86
943,256,256,113
944,256,256,101
945,256,256,95
946,256,256,113
947,256,256,101
948,256,256,92
949,256,256,83
950,256,256,101
951,256,256,107
952,256,256,98
953,256,256,98
954,256,256,107
955,256,256,83
956,256,256,104
957,256,256,77
958,256,256,104
959,256,256,92
960,256,256,104
961,256,256,89
962,256,256,125
963,256,256,95
964,256,256,80
965,256,256,101
966,256,256,98
967,256,256,95
968,256,256,119
969,256,256,77
970,256,256,113
971,256,256,107
972,256,256,107
973,256,256,89
974,256,256,83
975,256,256,92
976,256,256,107
977,256,256,107
978,256,256,101
979,256,256,104
980,256,256,101
981,256,256,101
982,256,256,95
983,256,256,92
984,256,256,98
985,256,256,89
986,256,256,92
987,256,256,89
988,256,256,95
989,256,256,95
990,256,256,107
991,256,256,101
992,256,256,86
993,256,256,95
994,256,256,92
995,256,256,86
996,256,256,98
997,256,256,83
998,256,256,86
999,256,256,89
