pair_id,sequence_length_a,sequence_length_b,alignment_score
480,32,32,10
481,32,32,13
482,32,32,4
483,32,32,10
484,32,32,13
485,32,32,7
486,32,32,4
487,32,32,1
488,32,32,13
489,32,32,10
490,32,32,-2
491,32,32,13
492,32,32,4
493,32,32,7
494,32,32,10
495,32,32,10
496,32,32,4
497,32,32,13
498,32,32,4
499,32,32,1
500,32,32,13
501,32,32,7
502,32,32,13
503,32,32,7
504,32,32,13
505,32,32,1
506,32,32,4
507,32,32,19
508,32,32,4
509,32,32,4
510,32,32,16
511,32,32,13
512,32,32,19
513,32,32,-2
514,32,32,13
515,32,32,4
516,32,32,7
517,32,32,7
518,32,32,-8
519,32,32,-2
520,32,32,7
521,32,32,4
522,32,32,10
523,32,32,7
524,32,32,13
525,32,32,4
526,32,32,7
527,32,32,1
528,32,32,4
529,32,32,-2
530,32,32,10
531,32,32,4
532,32,32,4
533,32,32,10
534,32,32,10
535,32,32,7
536,32,32,4
537,32,32,7
538,32,32,1
539,32,32,-2
540,32,32,7
541,32,32,4
542,32,32,10
543,32,32,4
544,32,32,1
545,32,32,13
546,32,32,-2
547,32,32,4
548,32,32,4
549,32,32,13
550,32,32,13
551,32,32,7
552,32,32,10
553,32,32,4
554,32,32,16
555,32,32,13
556,32,32,-2
557,32,32,10
558,32,32,16
559,32,32,7
560,32,32,7
561,32,32,13
562,32,32,22
563,32,32,7
564,32,32,7
565,32,32,16
566,32,32,10
567,32,32,-2
568,32,32,7
569,32,32,10
570,32,32,1
571,32,32,10
572,32,32,4
573,32,32,16
574,32,32,-8
575,32,32,4
576,32,32,4
577,32,32,4
578,32,32,13
579,32,32,1
580,32,32,7
581,32,32,4
582,32,32,1
583,32,32,7
584,32,32,4
585,32,32,7
586,32,32,16
587,32,32,7
588,32,32,7
589,32,32,13
590,32,32,1
591,32,32,7
592,32,32,7
593,32,32,4
594,32,32,10
595,32,32,7
596,32,32,7
597,32,32,4
598,32,32,7
599,32,32,4
600,32,32,10
601,32,32,10
602,32,32,-5
603,32,32,10
604,32,32,4
605,32,32,4
606,32,32,13
607,32,32,10
608,32,32,22
609,32,32,10
610,32,32,10
611,32,32,4
612,32,32,4
613,32,32,13
614,32,32,10
615,32,32,7
616,32,32,4
617,32,32,10
618,32,32,7
619,32,32,4
620,32,32,13
621,32,32,4
622,32,32,4
623,32,32,10
624,32,32,1
625,32,32,7
626,32,32,4
627,32,32,4
628,32,32,1
629,32,32,13
630,32,32,10
631,32,32,7
632,32,32,13
633,32,32,13
634,32,32,7
635,32,32,4
636,32,32,4
637,32,32,4
638,32,32,7
639,32,32,7
640,32,32,-2
641,32,32,7
642,32,32,10
643,32,32,7
644,32,32,7
645,32,32,7
646,32,32,13
647,32,32,4
648,32,32,1
649,32,32,13
650,32,32,10
651,32,32,-2
652,32,32,7
653,32,32,13
654,32,32,10
655,32,32,10
656,32,32,13
657,32,32,4
658,32,32,4
659,32,32,10
660,32,32,16
661,32,32,4
662,32,32,10
663,32,32,13
664,32,32,1
665,32,32,10
666,32,32,7
667,32,32,4
668,32,32,10
669,32,32,16
670,32,32,16
671,32,32,13
672,32,32,7
673,32,32,-5
674,32,32,7
675,32,32,4
676,32,32,10
677,32,32,1
678,32,32,16
679,32,32,13
680,32,32,4
681,32,32,1
682,32,32,16
683,32,32,4
684,32,32,7
685,32,32,1
686,32,32,7
687,32,32,16
688,32,32,13
689,32,32,10
690,32,32,1
691,32,32,-2
692,32,32,1
693,32,32,4
694,32,32,13
695,32,32,13
696,32,32,10
697,32,32,4
698,32,32,-2
699,32,32,7
700,32,32,10
701,32,32,4
702,32,32,10
703,32,32,7
704,32,32,13
705,32,32,10
706,32,32,7
707,32,32,16
708,32,32,7
709,32,32,16
710,32,32,16
711,32,32,13
712,32,32,4
713,32,32,1
714,32,32,4
715,32,32,7
716,32,32,1
717,32,32,4
718,32,32,1
719,32,32,7
720,32,32,1
721,32,32,10
722,32,32,7
723,32,32,7
724,32,32,-2
725,32,32,10
726,32,32,13
727,32,32,4
728,32,32,10
729,32,32,1
730,32,32,19
731,32,32,1
732,32,32,7
733,32,32,4
734,32,32,1
735,32,32,7
736,32,32,10
737,32,32,7
738,32,32,10
739,32,32,10
740,32,32,4
741,32,32,7
742,32,32,1
743,32,32,10
744,32,32,16
745,32,32,7
746,32,32,7
747,32,32,1
748,32,32,13
749,32,32,7
750,32,32,7
751,32,32,13
752,32,32,19
753,32,32,-5
754,32,32,-2
755,32,32,25
756,32,32,4
757,32,32,4
758,32,32,7
759,32,32,16
760,32,32,4
761,32,32,10
762,32,32,19
763,32,32,7
764,32,32,7
765,32,32,10
766,32,32,7
767,32,32,1
768,32,32,4
769,32,32,13
770,32,32,19
771,32,32,7
772,32,32,13
773,32,32,4
774,32,32,10
775,32,32,1
776,32,32,10
777,32,32,4
778,32,32,4
779,32,32,-2
780,32,32,7
781,32,32,4
782,32,32,7
783,32,32,7
784,32,32,7
785,32,32,-8
786,32,32,10
787,32,32,7
788,32,32,10
789,32,32,-2
790,32,32,4
791,32,32,4
792,32,32,7
793,32,32,1
794,32,32,7
795,32,32,4
796,32,32,10
797,32,32,7
798,32,32,13
799,32,32,7
800,32,32,10
801,32,32,-2
802,32,32,4
803,32,32,10
804,32,32,10
805,32,32,10
806,32,32,10
807,32,32,1
808,32,32,1
809,32,32,10
810,32,32,4
811,32,32,-2
812,32,32,-2
813,32,32,10
814,32,32,13
815,32,32,-5
816,32,32,7
817,32,32,7
818,32,32,10
819,32,32,1
820,32,32,13
821,32,32,10
822,32,32,4
823,32,32,-2
824,32,32,10
825,32,32,4
826,32,32,7
827,32,32,-5
828,32,32,4
829,32,32,13
830,32,32,4
831,32,32,7
832,32,32,4
833,32,32,16
834,32,32,7
835,32,32,4
836,32,32,13
837,32,32,4
838,32,32,10
839,32,32,1
840,32,32,13
841,32,32,10
842,32,32,10
843,32,32,10
844,32,32,1
845,32,32,7
846,32,32,4
847,32,32,4
848,32,32,10
849,32,32,10
850,32,32,-2
851,32,32,4
852,32,32,7
853,32,32,4
854,32,32,13
855,32,32,7
856,32,32,7
857,32,32,10
858,32,32,7
859,32,32,4
860,32,32,13
861,32,32,16
862,32,32,4
863,32,32,4
864,32,32,-2
865,32,32,7
866,32,32,7
867,32,32,4
868,32,32,10
869,32,32,-2
870,32,32,1
871,32,32,4
872,32,32,10
873,32,32,4
874,32,32,13
875,32,32,1
876,32,32,10
877,32,32,7
878,32,32,10
879,32,32,7
880,32,32,7
881,32,32,-2
882,32,32,1
883,32,32,10
884,32,32,-8
885,32,32,13
886,32,32,13
887,32,32,1
888,32,32,1
889,32,32,-5
890,32,32,7
891,32,32,4
892,32,32,10
893,32,32,1
894,32,32,1
895,32,32,1
896,32,32,1
897,32,32,4
898,32,32,7
899,32,32,16
900,32,32,10
901,32,32,1
902,32,32,4
903,32,32,4
904,32,32,10
905,32,32,13
906,32,32,1
907,32,32,13
908,32,32,10
909,32,32,10
910,32,32,1
911,32,32,-2
912,32,32,1
913,32,32,4
914,32,32,13
915,32,32,10
916,32,32,4
917,32,32,4
918,32,32,7
919,32,32,1
920,32,32,16
921,32,32,10
922,32,32,13
923,32,32,7
924,32,32,1
925,32,32,-5
926,32,32,10
927,32,32,-2
928,32,32,1
929,32,32,4
930,32,32,1
931,32,32,13
932,32,32,13
933,32,32,7
934,32,32,10
935,32,32,4
936,32,32,13
937,32,32,1
938,32,32,16
939,32,32,4
940,32,32,4
941,32,32,4
942,32,32,7
943,32,32,-2
944,32,32,4
945,32,32,10
946,32,32,7
947,32,32,13
948,32,32,10
949,32,32,13
950,32,32,13
951,32,32,10
952,32,32,7
953,32,32,4
954,32,32,7
955,32,32,13
956,32,32,7
957,32,32,10
958,32,32,10
959,32,32,7
960,32,32,4
961,32,32,13
962,32,32,7
963,32,32,13
964,32,32,1
965,32,32,4
966,32,32,10
967,32,32,13
968,32,32,7
969,32,32,1
970,32,32,16
971,32,32,7
972,32,32,1
973,32,32,4
974,32,32,4
975,32,32,7
976,32,32,4
977,32,32,10
978,32,32,4
979,32,32,10
980,32,32,13
981,32,32,10
982,32,32,1
983,32,32,4
984,32,32,4
985,32,32,-2
986,32,32,1
987,32,32,13
988,32,32,7
989,32,32,4
990,32,32,4
991,32,32,16
992,32,32,1
993,32,32,1
994,32,32,1
995,32,32,7
996,32,32,4
997,32,32,16
998,32,32,10
999,32,32,-5
